gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	barcode01	barcode02	barcode03	barcode04
82	8419	TALONG000000082	TALONT000008419	TALONG000000082	TALONT000008419	4	551	Antisense	NIC	None	54	15	5	11
47	8447	R2_6	TALONT000008447	TALONG000000047	TALONT000008447	2	113	Known	ISM	Prefix	67	23	7	12
47	8671	R2_6	TALONT000008671	TALONG000000047	TALONT000008671	5	579	Known	NIC	None	50	7	7	8
82	10658	TALONG000000082	TALONT000010658	TALONG000000082	TALONT000010658	3	553	Antisense	ISM	Prefix	1537	436	140	201
47	10659	R2_6	TALONT000010659	TALONG000000047	TALONT000010659	3	491	Known	ISM	Suffix	1936	482	163	274
47	10661	R2_6	TALONT000010661	TALONG000000047	TALONT000010661	3	496	Known	ISM	Suffix	91	25	10	10
82	10665	TALONG000000082	TALONT000010665	TALONG000000082	TALONT000010665	3	502	Antisense	ISM	Prefix	79	27	5	7
82	10859	TALONG000000082	TALONT000010859	TALONG000000082	TALONT000010859	2	493	Antisense	ISM	Both	1425	440	1162	2157
47	10860	R2_6	TALONT000010860	TALONG000000047	TALONT000010860	3	541	Known	NIC	None	26	9	20	63
47	10865	R2_6	TALONT000010865	TALONG000000047	TALONT000010865	3	530	Known	ISM	Suffix	24	9	37	53
47	10868	R2_6	TALONT000010868	TALONG000000047	TALONT000010868	2	500	Known	ISM	Both	93	19	59	117
82	11280	TALONG000000082	TALONT000011280	TALONG000000082	TALONT000011280	2	493	Antisense	ISM	Suffix	32	14	22	44
82	11287	TALONG000000082	TALONT000011287	TALONG000000082	TALONT000011287	3	561	Antisense	NIC	None	21	18	28	46
82	11292	TALONG000000082	TALONT000011292	TALONG000000082	TALONT000011292	3	541	Antisense	NIC	None	20	6	24	36
82	12237	TALONG000000082	TALONT000012237	TALONG000000082	TALONT000012237	2	370	Antisense	ISM	Prefix	248	94	33	27
82	12238	TALONG000000082	TALONT000012238	TALONG000000082	TALONT000012238	2	376	Antisense	ISM	Prefix	5618	1916	453	628
47	12239	R2_6	TALONT000012239	TALONG000000047	TALONT000012239	2	373	Known	ISM	Suffix	8262	2634	676	978
47	12243	R2_6	TALONT000012243	TALONG000000047	TALONT000012243	2	374	Known	ISM	Suffix	327	113	24	37
47	12244	R2_6	TALONT000012244	TALONG000000047	TALONT000012244	2	420	Known	ISM	Suffix	26	8	17	29
47	12252	R2_6	TALONT000012252	TALONG000000047	TALONT000012252	2	409	Known	ISM	Suffix	24	6	30	27
82	12262	TALONG000000082	TALONT000012262	TALONG000000082	TALONT000012262	2	381	Antisense	ISM	Prefix	70	28	6	7
82	12264	TALONG000000082	TALONT000012264	TALONG000000082	TALONT000012264	2	375	Antisense	ISM	Prefix	152	64	13	19
82	12265	TALONG000000082	TALONT000012265	TALONG000000082	TALONT000012265	2	375	Antisense	ISM	Prefix	197	65	19	24
82	12285	TALONG000000082	TALONT000012285	TALONG000000082	TALONT000012285	2	440	Antisense	ISM	Prefix	22	5	12	29
47	12306	R2_6	TALONT000012306	TALONG000000047	TALONT000012306	2	400	Known	ISM	Suffix	5	5	6	11
82	12317	TALONG000000082	TALONT000012317	TALONG000000082	TALONT000012317	3	406	Antisense	ISM	Prefix	60	23	5	5
82	13310	TALONG000000082	TALONT000013310	TALONG000000082	TALONT000013310	1	190	Antisense	ISM	None	139	32	25	17
82	13608	TALONG000000082	TALONT000013608	TALONG000000082	TALONT000013608	5	564	Antisense	ISM	Prefix	46	11	5	17
42	13610	R1_92	TALONT000013610	TALONG000000042	TALONT000013610	5	560	Known	ISM	Suffix	41	14	5	6
42	13638	R1_92	TALONT000013638	TALONG000000042	TALONT000013638	5	490	Known	ISM	Prefix	690	243	104	115
42	13639	R1_92	TALONT000013639	TALONG000000042	TALONT000013639	2	246	Known	ISM	Prefix	87	31	14	10
42	13643	R1_92	TALONT000013643	TALONG000000042	TALONT000013643	3	323	Known	ISM	Prefix	635	270	102	99
42	13645	R1_92	TALONT000013645	TALONG000000042	TALONT000013645	6	725	Known	NIC	None	155	44	28	47
82	13646	TALONG000000082	TALONT000013646	TALONG000000082	TALONT000013646	5	490	Antisense	NIC	None	502	171	68	93
82	13647	TALONG000000082	TALONT000013647	TALONG000000082	TALONT000013647	3	323	Antisense	ISM	Suffix	450	192	77	74
82	13649	TALONG000000082	TALONT000013649	TALONG000000082	TALONT000013649	6	727	Antisense	NIC	None	534	166	92	132
82	13665	TALONG000000082	TALONT000013665	TALONG000000082	TALONT000013665	6	725	Antisense	NIC	None	34	11	11	11
82	13668	TALONG000000082	TALONT000013668	TALONG000000082	TALONT000013668	2	243	Antisense	ISM	Suffix	45	15	11	11
82	14054	TALONG000000082	TALONT000014054	TALONG000000082	TALONT000014054	4	483	Antisense	ISM	Prefix	46	7	6	14
42	14088	R1_92	TALONT000014088	TALONG000000042	TALONT000014088	3	408	Known	ISM	Suffix	53	10	12	17
42	14090	R1_92	TALONT000014090	TALONG000000042	TALONT000014090	4	477	Known	ISM	Suffix	31	6	10	8
82	14094	TALONG000000082	TALONT000014094	TALONG000000082	TALONT000014094	3	408	Antisense	ISM	Prefix	60	13	5	18
82	14095	TALONG000000082	TALONT000014095	TALONG000000082	TALONT000014095	4	477	Antisense	ISM	Prefix	42	7	10	10
82	14120	TALONG000000082	TALONT000014120	TALONG000000082	TALONT000014120	3	362	Antisense	ISM	Prefix	33	5	5	5
42	14122	R1_92	TALONT000014122	TALONG000000042	TALONT000014122	3	384	Known	ISM	Suffix	31	7	9	12
82	14127	TALONG000000082	TALONT000014127	TALONG000000082	TALONT000014127	2	315	Antisense	ISM	Prefix	35	6	6	8
42	14151	R1_92	TALONT000014151	TALONG000000042	TALONT000014151	1	237	Known	ISM	None	101	19	17	19
82	14152	TALONG000000082	TALONT000014152	TALONG000000082	TALONT000014152	1	237	Antisense	ISM	None	58	12	6	11
82	14172	TALONG000000082	TALONT000014172	TALONG000000082	TALONT000014172	2	792	Antisense	NNC	None	297	205	215	191
82	14173	TALONG000000082	TALONT000014173	TALONG000000082	TALONT000014173	2	196	Antisense	NIC	None	426	167	261	312
42	14174	R1_92	TALONT000014174	TALONG000000042	TALONT000014174	3	1072	Known	NNC	None	27	20	20	27
85	14175	TALONG000000085	TALONT000014175	TALONG000000085	TALONT000014175	2	196	Antisense	Antisense	None	286	147	163	231
42	14176	R1_92	TALONT000014176	TALONG000000042	TALONT000014176	4	1447	Known	NIC	None	5	15	12	13
42	14177	R1_92	TALONT000014177	TALONG000000042	TALONT000014177	2	248	Known	NNC	None	245	138	165	155
42	14179	R1_92	TALONT000014179	TALONG000000042	TALONT000014179	2	533	Known	NIC	None	217	104	154	184
42	14180	R1_92	TALONT000014180	TALONG000000042	TALONT000014180	4	1487	Known	NIC	None	34	76	56	89
42	14181	R1_92	TALONT000014181	TALONG000000042	TALONT000014181	2	227	Known	NIC	None	365	254	251	269
42	14183	R1_92	TALONT000014183	TALONG000000042	TALONT000014183	4	1571	Known	NNC	None	28	32	32	54
42	14186	R1_92	TALONT000014186	TALONG000000042	TALONT000014186	4	1459	Known	NNC	None	52	79	82	94
42	14188	R1_92	TALONT000014188	TALONG000000042	TALONT000014188	3	249	Known	NNC	None	37	10	16	15
42	14192	R1_92	TALONT000014192	TALONG000000042	TALONT000014192	4	1466	Known	NIC	None	36	67	56	67
42	14194	R1_92	TALONT000014194	TALONG000000042	TALONT000014194	6	1886	Known	NIC	None	6	13	15	13
42	14195	R1_92	TALONT000014195	TALONG000000042	TALONT000014195	3	247	Known	NNC	None	35	20	30	30
42	14197	R1_92	TALONT000014197	TALONG000000042	TALONT000014197	7	1877	Known	NIC	None	6	25	7	11
42	14198	R1_92	TALONT000014198	TALONG000000042	TALONT000014198	7	1907	Known	NIC	None	6	28	19	21
42	14199	R1_92	TALONT000014199	TALONG000000042	TALONT000014199	7	1884	Known	NIC	None	12	49	24	41
42	14201	R1_92	TALONT000014201	TALONG000000042	TALONT000014201	2	217	Known	ISM	Prefix	38	23	25	19
42	14202	R1_92	TALONT000014202	TALONG000000042	TALONT000014202	3	1067	Known	ISM	Prefix	18	20	25	22
42	14203	R1_92	TALONT000014203	TALONG000000042	TALONT000014203	4	1510	Known	NNC	None	6	10	10	18
42	14206	R1_92	TALONT000014206	TALONG000000042	TALONT000014206	3	1097	Known	ISM	Prefix	25	18	15	21
42	14218	R1_92	TALONT000014218	TALONG000000042	TALONT000014218	4	1162	Known	NIC	None	6	6	8	8
42	14274	R1_92	TALONT000014274	TALONG000000042	TALONT000014274	2	1124	Known	NNC	None	28	13	13	22
42	14277	R1_92	TALONT000014277	TALONG000000042	TALONT000014277	2	598	Known	NIC	None	58	48	48	44
42	14278	R1_92	TALONT000014278	TALONG000000042	TALONT000014278	2	220	Known	NNC	None	28	12	22	17
42	14280	R1_92	TALONT000014280	TALONG000000042	TALONT000014280	2	506	Known	NIC	None	42	17	26	27
42	14284	R1_92	TALONT000014284	TALONG000000042	TALONT000014284	2	759	Known	ISM	Prefix	31	17	25	15
42	14285	R1_92	TALONT000014285	TALONG000000042	TALONT000014285	2	100	Known	NNC	None	44	22	28	29
82	14692	TALONG000000082	TALONT000014692	TALONG000000082	TALONT000014692	2	537	Antisense	NIC	None	65	17	34	45
59	14693	R2_72	TALONT000014693	TALONG000000059	TALONT000014693	2	600	Known	NIC	None	34	18	16	21
82	14694	TALONG000000082	TALONT000014694	TALONG000000082	TALONT000014694	2	269	Antisense	NIC	None	21	12	15	17
59	14695	R2_72	TALONT000014695	TALONG000000059	TALONT000014695	4	1465	Known	NIC	None	26	67	68	81
59	14698	R2_72	TALONT000014698	TALONG000000059	TALONT000014698	4	1472	Known	NIC	None	56	74	82	81
59	14700	R2_72	TALONT000014700	TALONG000000059	TALONT000014700	4	1495	Known	NIC	None	13	25	17	31
59	14701	R2_72	TALONT000014701	TALONG000000059	TALONT000014701	3	870	Known	ISM	Suffix	19	19	25	20
59	14706	R2_72	TALONT000014706	TALONG000000059	TALONT000014706	3	863	Known	ISM	Suffix	19	17	10	17
59	14712	R2_72	TALONT000014712	TALONG000000059	TALONT000014712	7	1890	Known	NIC	None	5	54	27	31
59	14715	R2_72	TALONT000014715	TALONG000000059	TALONT000014715	7	1883	Known	ISM	Suffix	7	36	11	16
82	14734	TALONG000000082	TALONT000014734	TALONG000000082	TALONT000014734	2	100	Antisense	NIC	None	20	10	12	12
82	14737	TALONG000000082	TALONT000014737	TALONG000000082	TALONT000014737	2	329	Antisense	NIC	None	19	8	11	14
59	14739	R2_72	TALONT000014739	TALONG000000059	TALONT000014739	2	98	Known	NIC	None	16	7	5	13
82	14750	TALONG000000082	TALONT000014750	TALONG000000082	TALONT000014750	2	598	Antisense	NIC	None	11	8	8	15
42	15329	R1_92	TALONT000015329	TALONG000000042	TALONT000015329	3	1608	Known	ISM	Suffix	674	1597	1118	1508
42	15332	R1_92	TALONT000015332	TALONG000000042	TALONT000015332	2	1640	Known	ISM	Suffix	313	624	503	688
42	15333	R1_92	TALONT000015333	TALONG000000042	TALONT000015333	2	1378	Known	ISM	Prefix	167	172	171	257
42	15350	R1_92	TALONT000015350	TALONG000000042	TALONT000015350	2	1482	Known	ISM	Suffix	2129	1846	1743	2024
42	15351	R1_92	TALONT000015351	TALONG000000042	TALONT000015351	2	1641	Known	NIC	None	10	23	14	16
42	15372	R1_92	TALONT000015372	TALONG000000042	TALONT000015372	3	1945	Known	ISM	Suffix	3822	4661	4781	6767
59	15399	R2_72	TALONT000015399	TALONG000000059	TALONT000015399	2	1414	Known	ISM	Both	173	178	161	273
59	15407	R2_72	TALONT000015407	TALONG000000059	TALONT000015407	3	1945	Known	ISM	Prefix	5422	5545	5900	8342
59	15408	R2_72	TALONT000015408	TALONG000000059	TALONT000015408	5	2365	Known	ISM	Prefix	447	1108	861	1068
82	15429	TALONG000000082	TALONT000015429	TALONG000000082	TALONT000015429	3	1807	Antisense	NIC	None	8	17	15	20
82	15440	TALONG000000082	TALONT000015440	TALONG000000082	TALONT000015440	3	1783	Antisense	NIC	None	6	7	9	14
42	15456	R1_92	TALONT000015456	TALONG000000042	TALONT000015456	3	1582	Known	ISM	Suffix	381	461	358	401
42	15459	R1_92	TALONT000015459	TALONG000000042	TALONT000015459	2	1306	Known	ISM	Suffix	78	70	69	77
42	15460	R1_92	TALONT000015460	TALONG000000042	TALONT000015460	3	1910	Known	ISM	Suffix	508	598	627	832
42	15468	R1_92	TALONT000015468	TALONG000000042	TALONT000015468	3	1782	Known	ISM	Both	9	13	15	11
42	15475	R1_92	TALONT000015475	TALONG000000042	TALONT000015475	4	1942	Known	ISM	Suffix	990	1248	1339	1784
42	15485	R1_92	TALONT000015485	TALONG000000042	TALONT000015485	2	1399	Known	ISM	Suffix	6	6	5	8
42	15499	R1_92	TALONT000015499	TALONG000000042	TALONT000015499	5	2364	Known	ISM	Suffix	410	1336	903	1159
42	15501	R1_92	TALONT000015501	TALONG000000042	TALONT000015501	3	1645	Known	ISM	Suffix	10	13	5	9
42	15516	R1_92	TALONT000015516	TALONG000000042	TALONT000015516	5	2355	Known	ISM	Suffix	128	309	216	293
42	15614	R1_92	TALONT000015614	TALONG000000042	TALONT000015614	6	2276	Known	ISM	Suffix	683	2165	1600	2004
42	15651	R1_92	TALONT000015651	TALONG000000042	TALONT000015651	2	1350	Known	ISM	Suffix	20	18	22	25
59	15655	R2_72	TALONT000015655	TALONG000000059	TALONT000015655	3	1796	Known	ISM	Prefix	14	22	20	26
59	15702	R2_72	TALONT000015702	TALONG000000059	TALONT000015702	3	1686	Known	ISM	Both	412	413	347	409
59	15703	R2_72	TALONT000015703	TALONG000000059	TALONT000015703	5	2355	Known	ISM	Prefix	77	182	135	197
59	15705	R2_72	TALONT000015705	TALONG000000059	TALONT000015705	2	1422	Known	ISM	Both	2326	1831	1865	2169
59	15713	R2_72	TALONT000015713	TALONG000000059	TALONT000015713	3	1935	Known	ISM	Prefix	484	475	535	708
42	15901	R1_92	TALONT000015901	TALONG000000042	TALONT000015901	5	1989	Known	ISM	Both	22	26	23	33
59	15970	R2_72	TALONT000015970	TALONG000000059	TALONT000015970	4	1889	Known	ISM	Both	173	221	212	213
42	16485	R1_92	TALONT000016485	TALONG000000042	TALONT000016485	2	1327	Known	ISM	Suffix	30	34	39	43
59	16506	R2_72	TALONT000016506	TALONG000000059	TALONT000016506	3	1931	Known	NIC	None	22	38	27	36
92	16629	TALONG000000092	TALONT000016629	TALONG000000092	TALONT000016629	1	739	Antisense	Antisense	None	6828	4251	4478	5532
42	16633	R1_92	TALONT000016633	TALONG000000042	TALONT000016633	4	1447	Known	ISM	Both	159	278	214	213
42	16637	R1_92	TALONT000016637	TALONG000000042	TALONT000016637	2	1029	Known	ISM	Suffix	22	17	22	32
42	16638	R1_92	TALONT000016638	TALONG000000042	TALONT000016638	3	1430	Known	NIC	None	10	6	8	12
42	16639	R1_92	TALONT000016639	TALONG000000042	TALONT000016639	3	1455	Known	ISM	Suffix	27	37	30	56
42	16640	R1_92	TALONT000016640	TALONG000000042	TALONT000016640	5	1860	Known	ISM	Suffix	16	46	30	45
42	16641	R1_92	TALONT000016641	TALONG000000042	TALONT000016641	3	1429	Known	ISM	Suffix	53	58	52	64
42	16643	R1_92	TALONT000016643	TALONG000000042	TALONT000016643	3	1458	Known	ISM	Suffix	57	64	64	82
42	16655	R1_92	TALONT000016655	TALONG000000042	TALONT000016655	2	825	Known	ISM	Both	16	27	23	22
42	16656	R1_92	TALONT000016656	TALONG000000042	TALONT000016656	4	1458	Known	ISM	Both	12	11	6	13
42	16657	R1_92	TALONT000016657	TALONG000000042	TALONT000016657	3	1166	Known	ISM	Suffix	117	109	120	173
42	16659	R1_92	TALONT000016659	TALONG000000042	TALONT000016659	3	1441	Known	ISM	Suffix	22	33	30	45
42	16661	R1_92	TALONT000016661	TALONG000000042	TALONT000016661	3	1434	Known	ISM	Suffix	10	7	5	12
59	16663	R2_72	TALONT000016663	TALONG000000059	TALONT000016663	6	1868	Known	ISM	Prefix	11	27	17	16
59	16664	R2_72	TALONT000016664	TALONG000000059	TALONT000016664	5	1495	Known	ISM	Both	31	25	34	33
59	16665	R2_72	TALONT000016665	TALONG000000059	TALONT000016665	3	1458	Known	ISM	Prefix	115	81	89	142
59	16667	R2_72	TALONT000016667	TALONG000000059	TALONT000016667	4	1448	Known	NIC	None	10	8	14	15
82	16672	TALONG000000082	TALONT000016672	TALONG000000082	TALONT000016672	2	853	Antisense	ISM	Prefix	19	7	7	14
59	16674	R2_72	TALONT000016674	TALONG000000059	TALONT000016674	3	1426	Known	ISM	Prefix	77	91	79	139
42	16675	R1_92	TALONT000016675	TALONG000000042	TALONT000016675	3	1071	Known	ISM	Both	49	43	40	33
42	16676	R1_92	TALONT000016676	TALONG000000042	TALONT000016676	2	817	Known	ISM	Suffix	13	11	7	14
42	16678	R1_92	TALONT000016678	TALONG000000042	TALONT000016678	3	1168	Known	ISM	Suffix	30	30	33	42
42	16679	R1_92	TALONT000016679	TALONG000000042	TALONT000016679	5	1768	Known	NIC	None	9	19	14	11
42	16680	R1_92	TALONT000016680	TALONG000000042	TALONT000016680	4	1444	Known	NIC	None	28	18	24	41
42	16683	R1_92	TALONT000016683	TALONG000000042	TALONT000016683	6	1864	Known	ISM	Suffix	21	45	37	37
42	16699	R1_92	TALONT000016699	TALONG000000042	TALONT000016699	6	1853	Known	ISM	Suffix	6	7	8	17
42	16700	R1_92	TALONT000016700	TALONG000000042	TALONT000016700	3	1451	Known	ISM	Suffix	7	11	12	23
42	16710	R1_92	TALONT000016710	TALONG000000042	TALONT000016710	3	1456	Known	ISM	Suffix	10	15	8	11
42	16711	R1_92	TALONT000016711	TALONG000000042	TALONT000016711	5	1855	Known	NIC	None	5	12	12	12
42	16767	R1_92	TALONT000016767	TALONG000000042	TALONT000016767	3	1188	Known	ISM	Both	22	16	10	14
42	16777	R1_92	TALONT000016777	TALONG000000042	TALONT000016777	3	1442	Known	NIC	None	6	9	10	15
59	16801	R2_72	TALONT000016801	TALONG000000059	TALONT000016801	3	1071	Known	ISM	Both	51	42	42	37
59	16804	R2_72	TALONT000016804	TALONG000000059	TALONT000016804	2	850	Known	ISM	Both	36	18	28	33
59	16805	R2_72	TALONT000016805	TALONG000000059	TALONT000016805	2	885	Known	ISM	Prefix	14	9	16	13
59	16806	R2_72	TALONT000016806	TALONG000000059	TALONT000016806	5	1849	Known	ISM	Prefix	10	23	11	18
59	16808	R2_72	TALONT000016808	TALONG000000059	TALONT000016808	2	1056	Known	ISM	Suffix	12	8	11	10
59	16810	R2_72	TALONT000016810	TALONG000000059	TALONT000016810	3	1446	Known	ISM	Prefix	62	73	75	112
59	16813	R2_72	TALONT000016813	TALONG000000059	TALONT000016813	6	1858	Known	ISM	Prefix	8	12	15	14
59	16815	R2_72	TALONT000016815	TALONG000000059	TALONT000016815	2	800	Known	ISM	Prefix	24	22	11	26
59	16822	R2_72	TALONT000016822	TALONG000000059	TALONT000016822	3	1435	Known	ISM	Prefix	12	21	24	21
82	16834	TALONG000000082	TALONT000016834	TALONG000000082	TALONT000016834	3	1451	Antisense	NIC	None	15	15	20	25
59	16836	R2_72	TALONT000016836	TALONG000000059	TALONT000016836	5	1874	Known	ISM	Prefix	9	13	9	20
59	16838	R2_72	TALONT000016838	TALONG000000059	TALONT000016838	5	1866	Known	NIC	None	8	13	21	12
59	16853	R2_72	TALONT000016853	TALONG000000059	TALONT000016853	5	1636	Known	ISM	Prefix	7	15	18	15
59	16855	R2_72	TALONT000016855	TALONG000000059	TALONT000016855	3	1451	Known	ISM	Prefix	24	18	26	27
59	16866	R2_72	TALONT000016866	TALONG000000059	TALONT000016866	5	1845	Known	ISM	Prefix	9	15	11	21
59	16868	R2_72	TALONT000016868	TALONG000000059	TALONT000016868	3	1456	Known	ISM	Prefix	16	16	33	46
59	16870	R2_72	TALONT000016870	TALONG000000059	TALONT000016870	3	1437	Known	NIC	None	6	7	8	11
82	16883	TALONG000000082	TALONT000016883	TALONG000000082	TALONT000016883	2	900	Antisense	ISM	Both	26	18	18	16
59	16885	R2_72	TALONT000016885	TALONG000000059	TALONT000016885	4	1438	Known	NIC	None	7	7	7	10
42	16922	R1_92	TALONT000016922	TALONG000000042	TALONT000016922	2	836	Known	ISM	Prefix	11	11	5	9
42	16957	R1_92	TALONT000016957	TALONG000000042	TALONT000016957	5	1807	Known	NIC	None	5	6	6	16
59	17856	R2_72	TALONT000017856	TALONG000000059	TALONT000017856	2	876	Known	ISM	Suffix	11	7	5	8
82	17866	TALONG000000082	TALONT000017866	TALONG000000082	TALONT000017866	3	1449	Antisense	NIC	None	6	5	6	5
59	17902	R2_72	TALONT000017902	TALONG000000059	TALONT000017902	3	1102	Known	ISM	Suffix	11	13	6	8
82	17999	TALONG000000082	TALONT000017999	TALONG000000082	TALONT000017999	3	1438	Antisense	NIC	None	7	8	7	15
59	20295	R2_72	TALONT000020295	TALONG000000059	TALONT000020295	5	1096	Known	ISM	Prefix	192	42	109	135
42	20297	R1_92	TALONT000020297	TALONG000000042	TALONT000020297	2	677	Known	ISM	Suffix	9	7	8	7
59	20299	R2_72	TALONT000020299	TALONG000000059	TALONT000020299	4	1097	Known	ISM	Prefix	101	34	42	69
59	20301	R2_72	TALONT000020301	TALONG000000059	TALONT000020301	2	677	Known	ISM	Prefix	355	64	205	283
59	20304	R2_72	TALONT000020304	TALONG000000059	TALONT000020304	2	668	Known	ISM	Prefix	29	5	15	22
59	20305	R2_72	TALONT000020305	TALONG000000059	TALONT000020305	3	603	Known	ISM	Both	17	12	11	18
59	20306	R2_72	TALONT000020306	TALONG000000059	TALONT000020306	4	1088	Known	ISM	Prefix	13	7	7	5
59	20307	R2_72	TALONT000020307	TALONG000000059	TALONT000020307	2	445	Known	ISM	Both	30	14	12	20
59	20314	R2_72	TALONT000020314	TALONG000000059	TALONT000020314	3	675	Known	ISM	Prefix	32	5	11	13
42	20378	R1_92	TALONT000020378	TALONG000000042	TALONT000020378	3	812	Known	ISM	Suffix	12	10	8	14
59	20379	R2_72	TALONT000020379	TALONG000000059	TALONT000020379	3	812	Known	ISM	Prefix	55	27	35	40
59	20380	R2_72	TALONT000020380	TALONG000000059	TALONT000020380	4	810	Known	ISM	Prefix	146	38	96	120
42	20388	R1_92	TALONT000020388	TALONG000000042	TALONT000020388	4	809	Known	ISM	Suffix	23	22	15	25
59	20433	R2_72	TALONT000020433	TALONG000000059	TALONT000020433	2	529	Known	ISM	Prefix	38	6	25	43
82	20434	TALONG000000082	TALONT000020434	TALONG000000082	TALONT000020434	2	546	Antisense	ISM	Prefix	59	12	40	49
94	20462	TALONG000000094	TALONT000020462	TALONG000000094	TALONT000020462	1	374	Antisense	Antisense	None	52	34	27	43
82	20463	TALONG000000082	TALONT000020463	TALONG000000082	TALONT000020463	1	374	Antisense	ISM	None	338	221	240	357
95	20485	TALONG000000095	TALONT000020485	TALONG000000095	TALONT000020485	5	1126	Antisense	Antisense	None	7	5	12	12
42	20532	R1_92	TALONT000020532	TALONG000000042	TALONT000020532	4	657	Known	NNC	None	93	23	11	18
59	20754	R2_72	TALONT000020754	TALONG000000059	TALONT000020754	4	442	Known	NIC	None	116	33	12	26
42	20882	R1_92	TALONT000020882	TALONG000000042	TALONT000020882	7	1689	Known	ISM	Suffix	3514	2737	48	74
42	20884	R1_92	TALONT000020884	TALONG000000042	TALONT000020884	1	579	Known	ISM	None	2260	630	17	41
42	20887	R1_92	TALONT000020887	TALONG000000042	TALONT000020887	5	1164	Known	ISM	Both	363	127	5	9
42	20891	R1_92	TALONT000020891	TALONG000000042	TALONT000020891	3	745	Known	ISM	Both	1043	230	9	19
37	20961	R2_7	TALONT000020961	TALONG000000037	TALONT000020961	3	895	Known	ISM	Both	726	258	6	13
37	20962	R2_7	TALONT000020962	TALONG000000037	TALONT000020962	2	639	Known	ISM	Both	288	89	5	5
42	22731	R1_92	TALONT000022731	TALONG000000042	TALONT000022731	3	630	Known	ISM	Suffix	5468	1456	589	1026
42	22732	R1_92	TALONT000022732	TALONG000000042	TALONT000022732	3	633	Known	ISM	Suffix	38	13	8	7
42	22733	R1_92	TALONT000022733	TALONG000000042	TALONT000022733	3	413	Known	ISM	Suffix	120	44	18	25
